,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17
gen_midday,0.14343311644637474,0.007519200806816052,-0.1449423711285236,-0.0067678829340595175,-0.058005290965550065,0.011155954898728643,-0.11903428575534196,0.10065331906007473,-0.09485535149309894,0.05245439983041436,-0.01648674877589887,-0.01885648093097707,0.006071113377745589,0.04813822233511776,0.1193538605302914,0.05527763019981066,0.009923209087404912
gen_evening,0.16649359257159943,0.03892535765839767,-0.04983788897810077,-0.09613878745437628,0.01039603653650984,-0.053002683617678736,0.009634069040170704,0.12040542367213904,-0.009657927363840541,0.04292937706698091,-0.021345337402368207,-0.008015950306274295,0.04316746382900935,-0.014531937601116414,0.0721397334963231,0.08580674954774284,-0.01908796688404418
gen_night,0.15158475257052975,0.04031261485499526,-0.03441053688673927,-0.15187310630240894,0.06618908152340698,-0.09983326132094196,0.09072265630650504,0.11911739584677244,0.056431750241174757,-0.03425822900253496,-0.07365786787270308,0.03318787363107056,-0.004241271456299577,-0.0073639032752887456,0.014018650572120482,-0.0008544811850876161,0.012111083286306189
wind_total_overnight,0.15470223096666003,-0.03687104605051897,-0.07639162939496114,0.10479298018752932,-0.02776218751949006,0.05513878877966011,-0.05411554974150145,-0.1285468897464803,0.04746183548773827,-0.015528953010751596,-0.07445405806468193,0.05190527655485214,-0.04468784735487036,0.00838756374793132,-0.14865607532562644,0.020055361960567786,0.03042677785936569
wind_total_morning,0.16631941829811142,-0.019350094795190547,-0.0909583096754361,0.029642051510103264,-0.02223173311924803,0.04439738560294921,-0.09889683893830847,-0.08907720109670328,-0.06647628444733161,0.04213822073450231,0.0021899088598107746,-0.013282140216620235,-0.024247639164910354,0.034904860824709845,-0.06053894389676226,-0.028741099274866743,0.0300680557212255
wind_total_midday,0.16734979293813015,-0.009458494652423604,-0.09624476789833741,-0.046362295513871846,0.007750733740905068,0.010388548976090857,-0.07508908545606778,-0.00981234650328174,-0.09776580584978947,0.07512560350299494,0.08812283628330653,-0.042383300991989864,0.010559829849895008,0.017066852105562334,0.08012613398776021,0.02649849113816163,-0.019762191188569193
wind_total_evening,0.16361598254222567,0.0048354303400152425,-0.07199385246319628,-0.14390791142958917,0.04331653577867143,-0.0527403612125593,0.03978780246751528,0.046992770776044905,-0.0529844438135132,0.007634883768944332,0.039224038700560016,-0.0019318518329306407,0.024220624664692648,-0.02938523288843641,0.10176281641365499,0.049464636581627246,-0.02845904160807846
wind_total_night,0.14368329653616355,0.011638090113858603,-0.05107272343717364,-0.19278710940232424,0.0783310415609438,-0.09993264938372151,0.1285429358700339,0.07337794235150247,0.019539602516483814,-0.06690079132100708,-0.051457486359606,0.04016480094553892,-0.023217284250538987,-0.014845657049148009,0.020343767010276428,-0.04594002784079977,0.01455883645863784
residual_load_overnight,-0.12549725529551625,0.06529588912566568,0.12531806608851653,-0.10503604155287447,-0.025614589089906274,-0.0223484523014628,0.06923284828858668,0.16062089712218008,-0.027553034642887168,0.0260268007826697,0.09404751048441169,-0.06647492638859599,0.021278821769970733,-0.0371841349000294,0.19506217242239218,-0.044373889829400964,-0.03480464989054652
residual_load_morning,-0.08489788813867241,0.06906431859542508,0.2167029182165821,-0.07177758302143519,-0.05519469594183054,-0.0037718477300685395,0.13147529374757785,0.043022996076527924,0.08326428402953975,0.027029415871896587,0.03336818716481769,0.013840752922977054,-0.00350164153371623,-0.05088125561344905,0.025620732150742547,0.06578310328842454,-0.0665665546421831
residual_load_midday,-0.07906849901481403,0.052813729098642806,0.2368725501667896,0.0038633508280499947,-0.045141780271440585,0.017742490753087942,0.11959445376241652,-0.051051669413905966,0.09511781829377701,0.018079950876134586,-0.05053011674178147,0.039840220794030316,-0.005101781213984803,-0.015542182631295849,-0.12444239510038747,0.023127684496207335,-0.011246436104330237
residual_load_evening,-0.12155934151611879,0.031499972770000995,0.15351128869253172,0.16883740421428967,-0.09192296665911047,0.09267924135432695,-0.028524530053029847,-0.030897416067663698,0.08114136557170364,0.050259641652409606,-0.02616267206605769,0.022680553913202905,-0.023801032293128254,0.038765913009703404,-0.0618601386095395,-0.029101936904227563,0.02692709794657243
residual_load_night,-0.11669333849462293,0.008726987459318379,0.09575293657200137,0.21669236798369856,-0.11629077795449894,0.13669363613392677,-0.12546498726778393,-0.04031474025067117,-0.009788669571943074,0.10481783764081631,0.055916815675008766,-0.02709195364265097,0.028483858696687646,0.017981787718981054,0.029730122457988516,0.06957874974498904,-0.013267118220938642
evening_ramp_load,0.006337908234942296,0.047647883310561086,0.030836599449445914,0.17758515141032688,0.2456493276405748,-0.06629598312434498,-0.004521286816379957,0.07951315264847508,0.08450296660168438,0.030215454163592708,0.0147194201325284,0.18308522510145517,0.08945694231173087,-0.03017114269078702,0.17636827282840026,0.32385480603186945,-0.029491664438914794
morning_ramp_load,0.03565027482776552,0.021580716216518636,0.0419851040566852,-0.20206820372446857,-0.3252896014142108,0.08066883782908948,0.006172152463312706,-0.03797147691848773,-0.02805956061512991,0.09427597954305766,-0.04821824064116051,0.08066244451888378,-0.02558524603042261,0.031193425771282195,-0.11450229971978079,-0.04085554219041283,-0.03459033014604728
evening_ramp_residual,-0.04234981111998036,-0.03814783844948286,-0.15474268287385703,0.2198391938660428,-0.05428729351539869,0.09693573627709169,-0.2198750873385057,0.03627564627985015,-0.03607232646545104,0.039714306378377695,0.04181270578981936,-0.03022283821557245,-0.02406545270417881,0.07544290676632513,0.10641160563750875,-0.07405096018572,0.053088151539590296
night_decay_residual,-0.02069560047430008,-0.04364662186646188,-0.09145188143307414,0.15316719873410817,-0.07954875238637993,0.1245060390177478,-0.2283109640998614,-0.029532972353253636,-0.1859458204768875,0.13743676980719952,0.1801562779826829,-0.10746373732564335,0.11289459310604474,-0.03721585972331794,0.19249101865144247,0.21720926571219887,-0.08453187365787714
solar_concentration,0.10700686416116412,0.06444500135609167,0.12398655904279966,0.0894023228364406,0.06931990977014435,-0.0030859113531542318,-0.06695677554164674,-0.021573252380451526,-0.0015528130040599972,-0.01713421965715872,-0.11016047938867651,0.02753228552228095,-0.049165073692491526,0.11590646927068739,-0.022356451175342004,0.014948171160009502,0.06191080629167112
wind_diurnal_amp,0.07082367700090977,0.01731268850280421,0.011062826864693487,-0.06315446102744994,0.023876434376284384,-0.02901002564465267,0.005357943156189717,0.08965171597432416,0.018960849819513372,-0.015934006613637048,0.3214074285918764,-0.33329290786487503,-0.009597679168075742,0.06544826203684545,-0.16155495915177334,0.11498145150940993,-0.08903092849920718
ttf_momentum_x_rl_evening,-0.006335107336304365,-0.03207138306491125,-0.01988103450982291,-0.08186019922172266,0.18570097420315335,0.3590357044043473,0.042541018771871865,0.042942254407022235,0.05699286788739373,0.01632718256334713,-0.15933566086880158,-0.10620257965255084,0.0928577184089998,-0.08404142814567138,-0.09284831907514164,0.15222933922948503,0.04306595546129771
ttf_momentum3d_x_rl_evening,-0.01069443316112134,-0.022321561715807677,-0.05432139657533821,-0.09430161076289663,0.15919014241001977,0.31595232412324004,0.029056076646129803,0.028087586350646402,-0.010039592712679402,0.06551330871400445,0.012545627709087155,0.07125043257138511,0.19165803546719418,-0.1772691101373892,0.07903338404934789,-0.010705625984298417,0.07231442563819886
co2_momentum_x_rl_evening,-0.004347408198593283,-0.010907177519328856,-0.004892020069978077,-0.06465185080085709,0.15228681094900576,0.284331715911661,0.012432701100785724,0.09447534190504338,-0.02956644392580034,-0.14817014315663798,-0.11638997660532546,0.0033911457178127744,-0.2557632742934945,0.15628067552210217,-0.11288936118180706,-0.03688304830645606,-0.22135949105236635
commodity_momentum_composite,-0.006470718890059414,-0.029793991683138246,-0.01797019891742306,-0.085875496540335,0.19631103623335264,0.3768525347722306,0.03897683865329537,0.06121720408346266,0.03987716206956968,-0.025873721462973134,-0.16462798951859609,-0.08811269110800451,0.009547883925339184,-0.028718385551427535,-0.10796427454530967,0.11775012351331021,-0.023001883994125984
is_weekend,-0.031707256099399866,0.0020212611869217293,0.0026183448706882232,0.16417358018948275,0.3639338451633133,-0.11603379516257648,-0.042788139733673396,-0.024479414902949477,-0.025027735025966853,0.016607077937349838,-0.03288302441013134,-0.10813005694063073,0.062293616628373544,0.10766132590530032,0.14600073197296404,-0.058435645812939786,-0.08263303195477588
is_holiday,-0.0047231380929009786,0.0033421237196398093,-0.027994964779482764,0.016954642084328845,0.02497612764428665,-0.061533906968985974,-0.0027555922545958395,0.1132366472515508,0.10320748145772299,-0.23539366253102376,0.21185036324274892,0.04883144320198732,-0.10177326529994643,-0.022425343912235367,-0.12820295164990966,0.25565239032352893,0.7577000556358006
month_sin,0.04350791580080069,0.05513607990555171,-0.10010353745450468,0.09962041374196903,-0.040254047161722054,0.001834413096688718,-0.1068249986375771,0.2934546460474437,0.26135284109658824,-0.02014084800654054,0.05896900601953451,-0.05025064053617955,0.009829704662460631,-0.024136653250390733,-0.01327691310054069,-0.18181978138295404,-0.056083215367498544
month_cos,0.11837684070279235,0.059842095704333326,0.192929935599435,0.050234060650542235,0.0715747399959949,-0.009376426262148088,0.009264013314994737,-0.03550391782246441,-0.013351434680541152,0.00022200750353425073,-0.06509121107175761,-0.01618112018893427,-0.030865407143378484,0.027885104213834746,0.06686709914548988,0.06541534676118121,0.012252660451170586
dow_sin,0.03251645793932804,-0.0019188398434806465,-0.008660033729766838,-0.14874534464596906,-0.33460060004983855,0.10490458408181,0.08506268280322049,0.052251675516573705,0.044208182671510346,0.05224733385373073,0.039086218955953635,0.07961144992632659,0.10093357960758757,0.07614149377164688,-0.10953818162922388,0.14048581986789144,0.0470076257897379
dow_cos,0.0074809337748849,-0.046493679313173,0.02955683846905292,-0.023479043318729114,0.10468447888671585,-0.08823749860014131,-0.01217893049988867,0.0838933148671351,0.07903202473206522,0.396190261648702,-0.1682006109277719,0.018424677388749554,0.16558361236299352,0.3813693738428256,0.06818750718743735,-0.03182373484776134,0.06829823625357911
pivot_hour_h00,-0.04850951414928182,0.14610510561089168,-0.14260524338439745,0.03782149700139007,0.01408198120002569,-0.006808547935952486,0.166398584073849,-0.023891286263754783,0.07083127829186059,0.19639457425533,-0.0631780127949002,-0.08267812138702708,-0.060679875784210885,0.0739667964637023,0.0006885809585693585,-0.017430079593667706,0.0739707747677053
pivot_hour_h01,-0.04800765859225191,0.15013326324459808,-0.14442128513821106,0.03807432898732188,0.013863508266849843,-0.005284655225863236,0.1613095112420058,-0.02162585084708,0.06743377939186254,0.18586745431442186,-0.06852776302487538,-0.0827375664774074,-0.0596135530035284,0.07488923679682463,-0.004696384560289036,-0.009444804211995568,0.0721362433298127
pivot_hour_h02,-0.052464017155641016,0.14972097609772334,-0.14944769218583204,0.03505340180999787,0.006197741258605072,0.001265081525192699,0.15403604919396818,-0.019230816373948526,0.06077268341484924,0.16762627811296366,-0.059074782207767434,-0.10436412221008262,-0.05949364472601295,0.07618129861215973,0.004743497190914126,-0.002751009895283249,0.07174288112330472
pivot_hour_h03,-0.058999576118959486,0.14898166542859614,-0.15817869852595473,0.021132627474022198,-0.005543053300371436,0.003619354998921502,0.142156753649711,-0.02347741201546054,0.046215988396595485,0.1277845215581718,-0.05004316772227958,-0.0984921752305649,-0.0418539494314072,0.07141559071604263,-0.016711200442285398,0.007865402006395357,0.06359972746665479
pivot_hour_h04,-0.05990501286813276,0.14339929644698501,-0.16690960720472495,-0.0012146492750042914,-0.04274843727993337,0.0332964252928983,0.13680409250832157,-0.045187189572888344,0.025191183950670635,0.042535180609743956,-0.021604485849435712,-0.08634378428642983,0.017512084211241227,0.046022069902452674,0.006937796200819522,0.028513758288493285,0.046604346018574126
pivot_hour_h05,-0.041442332881425535,0.15762476213375265,-0.14649608450765075,-0.017855205992352234,-0.058395603261565364,0.04534410917235454,0.1072194462067349,-0.07713391207240294,0.044543297124245824,-0.07705319775718161,-0.009646845861050201,-0.05633850342862397,0.07153368952981101,0.04251362646410629,0.014669718794461996,0.015744534945526766,0.022033397844381734
pivot_hour_h06,-0.017734344391201716,0.18098946267882382,-0.11253488483902344,0.01124714056884004,-0.05717692916962352,0.03774321849959173,0.07397334661549643,-0.07275630368047237,0.04838569872081886,-0.10624871863240183,0.03180691975870213,-0.030486324007005645,0.08718766731256615,0.04000464072671544,0.02834710843637682,-0.02605374925610155,-0.03982431596837498
pivot_hour_h07,0.01031111065137492,0.20109168037610126,-0.06228266401362357,0.04259927152609803,-0.03405899988823961,0.03054651189708355,0.03130469383309612,-0.04852836507628659,0.025186103024500653,-0.07557432759942803,0.026821269047076067,-0.0008610588542360612,0.08955715720225293,0.04201672499724409,0.04921108374023757,-0.021502440201889954,-0.05620181773671283
pivot_hour_h08,0.019581805162677175,0.2097229713558547,-0.02888073908901946,0.054280767508314856,-0.0061724261071284085,0.019846699128216194,0.011184771441485773,-0.042022045745456614,-0.022236822512626448,-0.06411853032118534,-4.35399622892809e-05,0.03797709656646614,0.06126148281913257,0.03255738648511608,0.03365769206192136,-0.011329073336815418,-0.046733982332216824
pivot_hour_h09,0.02348094160978598,0.2089075914676914,-0.00734812956920152,0.06098288925530519,0.011870582369656988,0.02416194813871222,0.011828789297762415,-0.028107715835494276,-0.0704076818988107,-0.07491531707482031,0.009726525239437287,0.06922652133653556,0.05595834985937569,0.012195743544624079,0.012971171865083304,-0.00019262833162289605,-0.0491467778177214
pivot_hour_h10,0.028745512323030666,0.2066271186545919,0.011192764051074016,0.05192346537314567,0.02253425599699702,0.024327197338357094,0.00663360480612555,-0.028395385773850708,-0.11304596125302474,-0.08337426304430438,0.021865101185578353,0.08367110270456875,0.0466559981315513,0.004991159137036792,-0.014021486970593347,-0.013609601981875663,-0.04747261441486031
pivot_hour_h11,0.03275055113344601,0.20307459216637644,0.022371924473300765,0.0532139227450071,0.02513361461841797,0.032757460892913155,0.0018693638788888497,-0.024151300481185533,-0.14046267905195822,-0.08798043225701783,0.04139016134087168,0.08993886691637513,0.0396161777727194,-0.006726089704934515,-0.04452453649989096,-0.019880223702255985,-0.03226904016278989
pivot_hour_h12,0.03287630499442249,0.20095151339949763,0.03051989687568756,0.04866209040747448,0.022276620685120294,0.04164166175853356,0.0009466690289661175,-0.03151552977778194,-0.15754769225188106,-0.08702460175173245,0.044662129976575315,0.08990190605192008,0.03479650523129369,-0.01767739589930273,-0.04969093313229272,-0.022728972006346746,-0.007796869175840582
pivot_hour_h13,0.023480398705363,0.20498533924413803,0.04085973335666848,0.032033055696705316,0.024765578177530785,0.039010285432733355,-0.006186022952860274,-0.032982735096692584,-0.1492664611697169,-0.059173098352790526,0.020347429812491994,0.07643095960595525,0.03326363369077402,-0.01043249509760938,-0.029500130147938466,-0.034995841645290474,0.011047617753376076
pivot_hour_h14,0.009952952454594547,0.20540241642246626,0.04381665845307355,-0.004868412554593826,0.02433925953317696,0.024495168044583876,-0.047308752893750125,-0.04832978731496583,-0.1248490701928504,-0.06444660507776845,-0.031698394656058296,0.02555545891506315,0.02013021833749306,0.0006026842033966776,0.033757528927295076,-0.050818386624178466,0.04329050850420831
pivot_hour_h15,-0.010234504174641716,0.19665976399920984,0.03658902510762143,-0.06082344882080237,0.01763826621356307,0.023850250426296418,-0.10698246197011295,-0.06636072949038474,-0.07654042095428658,-0.07399793623610625,-0.04905943440148709,-0.061371719451319355,0.009039696656126875,-0.023917988904537644,0.07112917238889237,-0.024643346771197023,0.08718982620794836
pivot_hour_h16,-0.031043122566346452,0.17878377497061185,0.03061192201071679,-0.11689411009384522,0.004691391513567135,0.016845308591676763,-0.15161448958122395,-0.08053307283209758,-0.026598361873492425,-0.05085507521949193,-0.05272232361021367,-0.08344631436679817,-0.030721056656168085,-0.007523133935617519,0.10793104150121875,-0.033859035309184105,0.08703365829934022
pivot_hour_h17,-0.06588550106328576,0.14069483840969638,0.014649205252812119,-0.16143843467972346,0.0022190723411149994,0.004124546964674338,-0.16890839658247325,-0.10708958501210455,0.01846491709065917,-0.03539770266512286,-0.027372350630967004,-0.09540814066852453,-0.07708071381103161,0.0386717504688353,0.12510268356809712,-0.0013347226366504927,0.05823191494843512
pivot_hour_h18,-0.10306652928451665,0.13355470190906107,-0.034260961046333846,-0.15259061453840245,0.008055568040532311,-0.00611594276586556,-0.16004604922151075,-0.027922358819354953,0.02389407503440795,0.014520171031581777,-0.010436955171911814,-0.004837083361167366,-0.05073160973691235,-0.0034638759298466822,-0.013592199702061134,0.04528525484790611,0.009027586989549431
pivot_hour_h19,-0.10667629353708638,0.12714983448301512,-0.052452857989631355,-0.13694327849593135,0.00921362748259281,-0.023258103229398506,-0.17124197931554325,0.02558038059564007,0.020955670155577283,0.030569345448914167,0.008502687505976625,0.03179002727438743,-0.014179993378817908,-0.05560960008565038,-0.110738746720631,0.03720922947353596,-0.021411850986564035
pivot_hour_h20,-0.10311825513793223,0.13136629378868456,-0.05138993838824336,-0.1325099417938434,0.016064736681260586,-0.0386472549020989,-0.17270592597806733,0.04416619032681768,0.030222323202550982,0.044591343629664916,0.03201049950728402,0.01552404303307298,0.0009734989705628403,-0.06062651871039204,-0.14536694006650785,0.024003993894109822,-0.04155371227531545
pivot_hour_h21,-0.09635390562305599,0.1370464201671869,-0.03470321787056682,-0.11906451443670668,0.029229261139908105,-0.05084362385113197,-0.17774265186405713,0.07870337557700866,0.04799653447605954,0.05052550990627232,0.020173924429078147,0.023490877880700714,0.0016226278685383354,-0.05035134228680944,-0.14959987764029967,0.03882113058500334,-0.05420956978211257
pivot_hour_h22,-0.1006196372385299,0.12006448736122473,-0.043564839488758264,-0.11402748731809756,0.020633541862731287,-0.05947112176599266,-0.17052721503074295,0.10408023856493359,0.026740902637295668,0.03355389747061016,0.029014976108635723,0.018537119008063138,0.035206927082460135,-0.06639059675330466,-0.12092130328225872,0.05994198046099745,-0.052447757143645746
pivot_hour_h23,-0.10269789278841522,0.11860777294449841,-0.04448591844199476,-0.08988475370792949,0.029018233517677666,-0.052307324602907095,-0.14564541220090843,0.12445796356346037,0.019130513747172794,0.05269563626219609,0.021148596051913885,-0.02039665221722546,0.021533572971539128,-0.03830095673454411,-0.10681485792736432,0.11490589468521602,-0.06782652277188547
